dataset,instancia,n,M,archivo
programacion-dinamica-contra-backtracking,DP-VS-BT-1960000,45,1960000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1960000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1970000,45,1970000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1970000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1980000,45,1980000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1980000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1990000,45,1990000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1990000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2000000,45,2000000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2000000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2010000,45,2010000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2010000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2020000,45,2020000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2020000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2030000,45,2030000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2030000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2040000,45,2040000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2040000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2050000,45,2050000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2050000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2060000,45,2060000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2060000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2070000,45,2070000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2070000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2080000,45,2080000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2080000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2090000,45,2090000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2090000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2100000,45,2100000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2100000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2110000,45,2110000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2110000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2120000,45,2120000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2120000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2130000,45,2130000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2130000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2140000,45,2140000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2140000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2150000,45,2150000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2150000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2160000,45,2160000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2160000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2170000,45,2170000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2170000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2180000,45,2180000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2180000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2190000,45,2190000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2190000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2200000,45,2200000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2200000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2210000,45,2210000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2210000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2220000,45,2220000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2220000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2230000,45,2230000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2230000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2240000,45,2240000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2240000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2250000,45,2250000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2250000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2260000,45,2260000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2260000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2270000,45,2270000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2270000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2280000,45,2280000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2280000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2290000,45,2290000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2290000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2300000,45,2300000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2300000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2310000,45,2310000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2310000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2320000,45,2320000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2320000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2330000,45,2330000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2330000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2340000,45,2340000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2340000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2350000,45,2350000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2350000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2360000,45,2360000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2360000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2370000,45,2370000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2370000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2380000,45,2380000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2380000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2390000,45,2390000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2390000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2400000,45,2400000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2400000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2410000,45,2410000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2410000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2420000,45,2420000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2420000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2430000,45,2430000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2430000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2440000,45,2440000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2440000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2450000,45,2450000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2450000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2460000,45,2460000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2460000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2470000,45,2470000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2470000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2480000,45,2480000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2480000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2490000,45,2490000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2490000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2500000,45,2500000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2500000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2510000,45,2510000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2510000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2520000,45,2520000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2520000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2530000,45,2530000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2530000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2540000,45,2540000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2540000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2550000,45,2550000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2550000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2560000,45,2560000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2560000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2570000,45,2570000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2570000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2580000,45,2580000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2580000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2590000,45,2590000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2590000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2600000,45,2600000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2600000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2610000,45,2610000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2610000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2620000,45,2620000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2620000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2630000,45,2630000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2630000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2640000,45,2640000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2640000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2650000,45,2650000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2650000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2660000,45,2660000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2660000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2670000,45,2670000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2670000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2680000,45,2680000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2680000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2690000,45,2690000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2690000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2700000,45,2700000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2700000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2710000,45,2710000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2710000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2720000,45,2720000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2720000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2730000,45,2730000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2730000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2740000,45,2740000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2740000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2750000,45,2750000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2750000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2760000,45,2760000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2760000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2770000,45,2770000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2770000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2780000,45,2780000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2780000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2790000,45,2790000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2790000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2800000,45,2800000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2800000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2810000,45,2810000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2810000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2820000,45,2820000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2820000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2830000,45,2830000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2830000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2840000,45,2840000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2840000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2850000,45,2850000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2850000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2860000,45,2860000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2860000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2870000,45,2870000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2870000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2880000,45,2880000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2880000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2890000,45,2890000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2890000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2900000,45,2900000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2900000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2910000,45,2910000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2910000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2920000,45,2920000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2920000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2930000,45,2930000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2930000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2940000,45,2940000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2940000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2950000,45,2950000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2950000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2960000,45,2960000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2960000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2970000,45,2970000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2970000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2980000,45,2980000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2980000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-2990000,45,2990000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-2990000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3000000,45,3000000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3000000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3010000,45,3010000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3010000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3020000,45,3020000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3020000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3030000,45,3030000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3030000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3040000,45,3040000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3040000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3050000,45,3050000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3050000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3060000,45,3060000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3060000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3070000,45,3070000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3070000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3080000,45,3080000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3080000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3090000,45,3090000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3090000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3100000,45,3100000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3100000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3110000,45,3110000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3110000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3120000,45,3120000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3120000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3130000,45,3130000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3130000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3140000,45,3140000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3140000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3150000,45,3150000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3150000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3160000,45,3160000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3160000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3170000,45,3170000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3170000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3180000,45,3180000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3180000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3190000,45,3190000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3190000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3200000,45,3200000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3200000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3210000,45,3210000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3210000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3220000,45,3220000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3220000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3230000,45,3230000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3230000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3240000,45,3240000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3240000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3250000,45,3250000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3250000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3260000,45,3260000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3260000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3270000,45,3270000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3270000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3280000,45,3280000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3280000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3290000,45,3290000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3290000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3300000,45,3300000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3300000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3310000,45,3310000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3310000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3320000,45,3320000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3320000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3330000,45,3330000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3330000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3340000,45,3340000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3340000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3350000,45,3350000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3350000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3360000,45,3360000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3360000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3370000,45,3370000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3370000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3380000,45,3380000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3380000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3390000,45,3390000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3390000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3400000,45,3400000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3400000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3410000,45,3410000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3410000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3420000,45,3420000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3420000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3430000,45,3430000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3430000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3440000,45,3440000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3440000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3450000,45,3450000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3450000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3460000,45,3460000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3460000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3470000,45,3470000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3470000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3480000,45,3480000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3480000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3490000,45,3490000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3490000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3500000,45,3500000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3500000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3510000,45,3510000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3510000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3520000,45,3520000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3520000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3530000,45,3530000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3530000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3540000,45,3540000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3540000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3550000,45,3550000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3550000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3560000,45,3560000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3560000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3570000,45,3570000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3570000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3580000,45,3580000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3580000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3590000,45,3590000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3590000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3600000,45,3600000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3600000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3610000,45,3610000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3610000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3620000,45,3620000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3620000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3630000,45,3630000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3630000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3640000,45,3640000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3640000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3650000,45,3650000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3650000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3660000,45,3660000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3660000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3670000,45,3670000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3670000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3680000,45,3680000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3680000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3690000,45,3690000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3690000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3700000,45,3700000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3700000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3710000,45,3710000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3710000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3720000,45,3720000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3720000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3730000,45,3730000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3730000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3740000,45,3740000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3740000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3750000,45,3750000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3750000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3760000,45,3760000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3760000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3770000,45,3770000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3770000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3780000,45,3780000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3780000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3790000,45,3790000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3790000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3800000,45,3800000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3800000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3810000,45,3810000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3810000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3820000,45,3820000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3820000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3830000,45,3830000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3830000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3840000,45,3840000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3840000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3850000,45,3850000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3850000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-3860000,45,3860000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-3860000.txt
