dataset,instancia,n,M,archivo
programacion-dinamica,DP-8000-1500,8000,1500,instancias/programacion-dinamica/DP-8000-1500.txt
programacion-dinamica,DP-8000-2000,8000,2000,instancias/programacion-dinamica/DP-8000-2000.txt
programacion-dinamica,DP-8000-2500,8000,2500,instancias/programacion-dinamica/DP-8000-2500.txt
programacion-dinamica,DP-8000-3000,8000,3000,instancias/programacion-dinamica/DP-8000-3000.txt
programacion-dinamica,DP-8000-3500,8000,3500,instancias/programacion-dinamica/DP-8000-3500.txt
programacion-dinamica,DP-8000-4000,8000,4000,instancias/programacion-dinamica/DP-8000-4000.txt
programacion-dinamica,DP-8000-4500,8000,4500,instancias/programacion-dinamica/DP-8000-4500.txt
programacion-dinamica,DP-8000-5000,8000,5000,instancias/programacion-dinamica/DP-8000-5000.txt
programacion-dinamica,DP-8000-5500,8000,5500,instancias/programacion-dinamica/DP-8000-5500.txt
programacion-dinamica,DP-8000-6000,8000,6000,instancias/programacion-dinamica/DP-8000-6000.txt
programacion-dinamica,DP-8000-6500,8000,6500,instancias/programacion-dinamica/DP-8000-6500.txt
programacion-dinamica,DP-8000-7000,8000,7000,instancias/programacion-dinamica/DP-8000-7000.txt
programacion-dinamica,DP-8000-7500,8000,7500,instancias/programacion-dinamica/DP-8000-7500.txt
programacion-dinamica,DP-8000-8000,8000,8000,instancias/programacion-dinamica/DP-8000-8000.txt
programacion-dinamica,DP-8000-8500,8000,8500,instancias/programacion-dinamica/DP-8000-8500.txt
programacion-dinamica,DP-8000-9000,8000,9000,instancias/programacion-dinamica/DP-8000-9000.txt
programacion-dinamica,DP-8000-9500,8000,9500,instancias/programacion-dinamica/DP-8000-9500.txt
programacion-dinamica,DP-8500-500,8500,500,instancias/programacion-dinamica/DP-8500-500.txt
programacion-dinamica,DP-8500-1000,8500,1000,instancias/programacion-dinamica/DP-8500-1000.txt
programacion-dinamica,DP-8500-1500,8500,1500,instancias/programacion-dinamica/DP-8500-1500.txt
programacion-dinamica,DP-8500-2000,8500,2000,instancias/programacion-dinamica/DP-8500-2000.txt
programacion-dinamica,DP-8500-2500,8500,2500,instancias/programacion-dinamica/DP-8500-2500.txt
programacion-dinamica,DP-8500-3000,8500,3000,instancias/programacion-dinamica/DP-8500-3000.txt
programacion-dinamica,DP-8500-3500,8500,3500,instancias/programacion-dinamica/DP-8500-3500.txt
programacion-dinamica,DP-8500-4000,8500,4000,instancias/programacion-dinamica/DP-8500-4000.txt
programacion-dinamica,DP-8500-4500,8500,4500,instancias/programacion-dinamica/DP-8500-4500.txt
programacion-dinamica,DP-8500-5000,8500,5000,instancias/programacion-dinamica/DP-8500-5000.txt
programacion-dinamica,DP-8500-5500,8500,5500,instancias/programacion-dinamica/DP-8500-5500.txt
programacion-dinamica,DP-8500-6000,8500,6000,instancias/programacion-dinamica/DP-8500-6000.txt
programacion-dinamica,DP-8500-6500,8500,6500,instancias/programacion-dinamica/DP-8500-6500.txt
programacion-dinamica,DP-8500-7000,8500,7000,instancias/programacion-dinamica/DP-8500-7000.txt
programacion-dinamica,DP-8500-7500,8500,7500,instancias/programacion-dinamica/DP-8500-7500.txt
programacion-dinamica,DP-8500-8000,8500,8000,instancias/programacion-dinamica/DP-8500-8000.txt
programacion-dinamica,DP-8500-8500,8500,8500,instancias/programacion-dinamica/DP-8500-8500.txt
programacion-dinamica,DP-8500-9000,8500,9000,instancias/programacion-dinamica/DP-8500-9000.txt
programacion-dinamica,DP-8500-9500,8500,9500,instancias/programacion-dinamica/DP-8500-9500.txt
programacion-dinamica,DP-9000-500,9000,500,instancias/programacion-dinamica/DP-9000-500.txt
programacion-dinamica,DP-9000-1000,9000,1000,instancias/programacion-dinamica/DP-9000-1000.txt
programacion-dinamica,DP-9000-1500,9000,1500,instancias/programacion-dinamica/DP-9000-1500.txt
programacion-dinamica,DP-9000-2000,9000,2000,instancias/programacion-dinamica/DP-9000-2000.txt
programacion-dinamica,DP-9000-2500,9000,2500,instancias/programacion-dinamica/DP-9000-2500.txt
programacion-dinamica,DP-9000-3000,9000,3000,instancias/programacion-dinamica/DP-9000-3000.txt
programacion-dinamica,DP-9000-3500,9000,3500,instancias/programacion-dinamica/DP-9000-3500.txt
programacion-dinamica,DP-9000-4000,9000,4000,instancias/programacion-dinamica/DP-9000-4000.txt
programacion-dinamica,DP-9000-4500,9000,4500,instancias/programacion-dinamica/DP-9000-4500.txt
programacion-dinamica,DP-9000-5000,9000,5000,instancias/programacion-dinamica/DP-9000-5000.txt
programacion-dinamica,DP-9000-5500,9000,5500,instancias/programacion-dinamica/DP-9000-5500.txt
programacion-dinamica,DP-9000-6000,9000,6000,instancias/programacion-dinamica/DP-9000-6000.txt
programacion-dinamica,DP-9000-6500,9000,6500,instancias/programacion-dinamica/DP-9000-6500.txt
programacion-dinamica,DP-9000-7000,9000,7000,instancias/programacion-dinamica/DP-9000-7000.txt
programacion-dinamica,DP-9000-7500,9000,7500,instancias/programacion-dinamica/DP-9000-7500.txt
programacion-dinamica,DP-9000-8000,9000,8000,instancias/programacion-dinamica/DP-9000-8000.txt
programacion-dinamica,DP-9000-8500,9000,8500,instancias/programacion-dinamica/DP-9000-8500.txt
programacion-dinamica,DP-9000-9000,9000,9000,instancias/programacion-dinamica/DP-9000-9000.txt
programacion-dinamica,DP-9000-9500,9000,9500,instancias/programacion-dinamica/DP-9000-9500.txt
programacion-dinamica,DP-9500-500,9500,500,instancias/programacion-dinamica/DP-9500-500.txt
programacion-dinamica,DP-9500-1000,9500,1000,instancias/programacion-dinamica/DP-9500-1000.txt
programacion-dinamica,DP-9500-1500,9500,1500,instancias/programacion-dinamica/DP-9500-1500.txt
programacion-dinamica,DP-9500-2000,9500,2000,instancias/programacion-dinamica/DP-9500-2000.txt
programacion-dinamica,DP-9500-2500,9500,2500,instancias/programacion-dinamica/DP-9500-2500.txt
programacion-dinamica,DP-9500-3000,9500,3000,instancias/programacion-dinamica/DP-9500-3000.txt
programacion-dinamica,DP-9500-3500,9500,3500,instancias/programacion-dinamica/DP-9500-3500.txt
programacion-dinamica,DP-9500-4000,9500,4000,instancias/programacion-dinamica/DP-9500-4000.txt
programacion-dinamica,DP-9500-4500,9500,4500,instancias/programacion-dinamica/DP-9500-4500.txt
programacion-dinamica,DP-9500-5000,9500,5000,instancias/programacion-dinamica/DP-9500-5000.txt
programacion-dinamica,DP-9500-5500,9500,5500,instancias/programacion-dinamica/DP-9500-5500.txt
programacion-dinamica,DP-9500-6000,9500,6000,instancias/programacion-dinamica/DP-9500-6000.txt
programacion-dinamica,DP-9500-6500,9500,6500,instancias/programacion-dinamica/DP-9500-6500.txt
programacion-dinamica,DP-9500-7000,9500,7000,instancias/programacion-dinamica/DP-9500-7000.txt
programacion-dinamica,DP-9500-7500,9500,7500,instancias/programacion-dinamica/DP-9500-7500.txt
programacion-dinamica,DP-9500-8000,9500,8000,instancias/programacion-dinamica/DP-9500-8000.txt
programacion-dinamica,DP-9500-8500,9500,8500,instancias/programacion-dinamica/DP-9500-8500.txt
programacion-dinamica,DP-9500-9000,9500,9000,instancias/programacion-dinamica/DP-9500-9000.txt
programacion-dinamica,DP-9500-9500,9500,9500,instancias/programacion-dinamica/DP-9500-9500.txt
